"id","path","data_type","launch_id","metrics"
123,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_3/LV3000649498_S15_L002_R1_001.fastq.gz,FASTQ,4,"null"
124,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_3/LV3000649498_S15_L004_R2_001.fastq.gz,FASTQ,4,"null"
125,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_3/LV3000649498_S15_L003_R2_001.fastq.gz,FASTQ,4,"null"
126,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_3/LV3000649498_S15_L001_R1_001.fastq.gz,FASTQ,4,"null"
127,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_3/LV3000649498_S15_L001_R2_001.fastq.gz,FASTQ,4,"null"
128,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-D3_3/LV3000649498_S15_L003_R1_001.fastq.gz,FASTQ,4,"null"
129,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-E3_3/LV3000649502_S19_L004_R2_001.fastq.gz,FASTQ,5,"null"
130,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-E3_3/LV3000649502_S19_L002_R1_001.fastq.gz,FASTQ,5,"null"
131,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-E3_3/LV3000649502_S19_L003_R2_001.fastq.gz,FASTQ,5,"null"
132,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-E3_3/LV3000649502_S19_L002_R2_001.fastq.gz,FASTQ,5,"null"
133,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-E3_3/LV3000649502_S19_L001_R1_001.fastq.gz,FASTQ,5,"null"
134,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-E3_3/LV3000649502_S19_L001_R2_001.fastq.gz,FASTQ,5,"null"
135,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-E3_3/LV3000649502_S19_L004_R1_001.fastq.gz,FASTQ,5,"null"
136,/mnt/cephfs5_ro/FASTQS/uvd16/200629_A00919_0083_AH23J2DSXY_fastq4/M/SI-GA-E3_3/LV3000649502_S19_L003_R1_001.fastq.gz,FASTQ,5,"null"
